outer_fold,test_AUC,test_AP,inner_best_AUC
0,0.8494864993538734,0.5446874469393305,0.8414685739787231
1,0.8519077739236891,0.5326175696211174,0.847746600109525
2,0.860207100591716,0.5040956770074881,0.8446184817735319
3,0.8332350165172252,0.5497347719290916,0.8482908944650202
4,0.8584108739281153,0.5794064224879237,0.8397140804768305
