StudentID,Gender,Nation,Religion,Region,EnrollmentYear,EntranceScore_1,EntranceScore_2,EntranceScore_3,SumScore,Aspiration,IndustryCode,GPA4_1,Rating_1,CreditsRegistered_1,CreditsEarnned_1,GPA4_2,Rating_2,CreditsRegistered_2,CreditsEarnned_2,GPA4_3,Rating_3,CreditsRegistered_3,CreditsEarnned_3,GPA4_4,Rating_4,CreditsRegistered_4,CreditsEarnned_4,TermStatus_1,TermStatus_2,TermStatus_3,TermStatus_4,Drop
5057459401,N?,“ ?à,Khìng,1,2021,7.25,7.25,8.5,25.75,NV2,901,1.66,Y?u,19,13,0,Y?u,19,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1000354407,N?,Kinh,Khìng,2,2020,7.06,7.08,7.54,21.93,NV1,407,2.29,Trung bçnh,17,17,2.37,Trung bçnh,15,15,3.28,Gi?i,16,16,2.57,Kh†,21,21,0,0,0,0,0
1000357451,N?,Kinh,Khìng,2NT,2020,5.96,7.82,7.16,21.58,NV1,7512,2.93,Kh†,20,20,2.76,Kh†,17,17,2.47,Trung bçnh,17,17,2.63,Kh†,19,19,0,0,0,0,0
2002359403,N?,Kinh,Khìng,2NT,2020,6.75,7.02,6,20.27,NV1,903,1.5,Y?u,19,17,2.26,Trung bçnh,17,17,2.62,Kh†,17,17,2.52,Kh†,23,23,0,0,0,0,0
3003459403,N?,Kinh,Khìng,2NT,2021,7.6,6.75,7,21.85,NV2,903,3.47,Gi?i,19,19,3.47,Gi?i,17,17,3.42,Gi?i,18,18,3.53,Gi?i,18,18,0,0,0,0,0
3012457401,N?,Kinh,Khìng,2NT,2021,7.9,8.8,9.2,26.83,NV1,701,2.31,Trung bçnh,18,18,1.78,Y?u,23,20,1.63,Y?u,20,12,1.69,Y?u,21,18,0,0,0,0,0
3026359403,N?,Kinh,Khìng,2NT,2020,6.4,5.75,6.5,19.15,NV1,903,1.87,Y?u,19,19,1.91,Y?u,17,13,2.88,Kh†,17,17,2.83,Kh†,23,23,0,0,0,0,0
3033359401,N?,Kinh,Khìng,1,2020,8.25,7.75,7.75,24.5,NV1,901,2.45,Trung bçnh,19,19,2.87,Kh†,19,19,3.21,Gi?i,19,19,2.93,Kh†,20,20,0,0,0,0,0
7055459401,N?,Kinh,Khìng,1,2021,8.7,9.03,9.37,27.85,NV1,901,2.58,Kh†,19,19,2.85,Kh†,17,17,3.08,Kh†,25,25,3.56,Gi?i,17,17,0,0,0,0,0
8023351401,Nam,Kinh,Khìng,1,2020,9.2,8.5,9.3,27.5,NV1,101,2.53,Kh†,18,18,0,Y?u,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1
68454404,N?,Kinh,Khìng,2,2021,7.2,6.75,4.8,19,NV1,4041,2.69,Kh†,16,16,2.26,Trung bçnh,17,14,2.61,Kh†,19,19,2.31,Trung bçnh,18,18,0,0,0,0,0
1000351405,Nam,Kinh,Khìng,2NT,2020,6.46,6.2,6.3,19.46,NV1,1053,1.67,Y?u,18,12,0.63,Y?u,19,8,2.38,Trung bçnh,24,24,0.74,Y?u,17,5,0,1,0,1,1
1000354404,N?,Kinh,Khìng,2NT,2020,6.3,6.3,5.3,18.4,NV1,4041,0.79,Y?u,17,6,1.97,Y?u,15,15,2.84,Kh†,19,19,1.62,Y?u,30,21,1,0,0,0,0
1000357401,N?,Kinh,Thiàn ch£a gi†o,2NT,2020,7,8.9,9.5,26.68,NV1,701,3.06,Kh†,18,18,3.66,Xu?t s?c,19,19,3.08,Kh†,18,18,3.3,Gi?i,20,20,0,0,0,0,0
1000451416,Nam,Kinh,Tìn gi†o kh†c,1,2021,7,7.2,6.8,21.75,NV1,1161,2.82,Kh†,19,19,0.38,Y?u,19.5,3.5,0.11,Y?u,18.5,1,0,Y?u,18,0,0,1,1,1,1
1000454406,Nam,Kinh,Khìng,2,2021,8.4,7.3,6.3,22.25,NV1,406,3.5,Gi?i,15,15,2.84,Kh†,16,16,2.23,Trung bçnh,15,15,3.05,Kh†,20,20,0,0,0,0,0
1027351416,Nam,Kinh,Khìng,2NT,2020,6.3,6.3,6.2,18.8,NV1,1161,1.23,Y?u,20.5,11.5,1.28,Y?u,20,14,2.31,Trung bçnh,13,10,1.24,Y?u,23.5,11.5,0,0,0,0,0
2000354404,Nam,Kinh,Khìng,2,2020,6.7,6.5,7.3,20.75,NV1,404,0.62,Y?u,17,6,0,Y?u,15,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2000356412,Nam,Kinh,Khìng,1,2020,6.1,6.5,7.4,20.75,NV1,612,1.44,Y?u,17,11,0.56,Y?u,18,4,2.09,Trung bçnh,22,18,1.19,Y?u,13,7,0,1,0,0,0
2000357452,Nam,Kinh,Khìng,2,2020,6.2,6.14,5.76,18.6,NV1,7522,1.14,Y?u,18,11,1.58,Y?u,19,15,2.68,Kh†,19,19,2.15,Trung bçnh,24,24,0,0,0,0,0
2000456412,Nam,Kinh,Khìng,2NT,2021,6.6,7.43,7.4,21.93,NV1,612,1.15,Y?u,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2017359401,N?,Jrai,Khìng,1,2020,8.3,8.3,7.9,26.5,NV1,901,2.45,Trung bçnh,19,19,2.55,Kh†,19,19,2.95,Kh†,19,19,3.09,Kh†,17,17,0,0,0,0,0
2019357401,N?,Kinh,Khìng,2,2020,8.4,7.75,7.6,23.76,NV1,701,2.89,Kh†,18,18,3.15,Kh†,24,24,2.87,Kh†,15,15,3.13,Kh†,20,20,0,0,0,0,0
3000354406,Nam,Kinh,Khìng,1,2020,7.1,6.1,7.5,20.95,NV1,406,0.94,Y?u,16,8,2.35,Trung bçnh,23,19,2.82,Kh†,17,17,2.14,Trung bçnh,18,18,0,0,0,0,0
3000454403,Nam,Kinh,Khìng,1,2021,8,8.1,8.5,25.35,NV1,4031,2.72,Kh†,16,16,1.9,Y?u,15,15,1.86,Y?u,18,18,1,Y?u,20,11,0,0,0,0,0
3023359401,N?,Hrà,Khìng,1,2020,6.5,7.5,7.5,24.25,NV1,901,2.53,Kh†,19,19,2.08,Trung bçnh,19,15,2.82,Kh†,19,19,2.56,Kh†,17,17,0,0,0,0,0
3109454401,N?,Kinh,Khìng,2NT,2021,7.5,7.05,6.8,21.85,NV1,4017,3.57,Gi?i,15,15,2.17,Trung bçnh,15,11,3,Kh†,18,18,2.92,Kh†,26,26,0,0,0,0,0
4000351405,Nam,Kinh,Khìng,2,2020,6.98,6.92,7.12,21.27,NV1,1054,2.17,Trung bçnh,18,18,1.64,Y?u,21,15,2.03,Trung bçnh,16,10,1.95,Y?u,20,17,0,0,0,0,0
4002456402,Nam,Kinh,Khìng,1,2021,5.75,7,8.5,22,NV2,602,2.05,Trung bçnh,19,16,1.38,Y?u,17,9,0.67,Y?u,18,6,1.17,Y?u,30,16,0,0,1,0,0
4005359403,N?,Kinh,Khìng,1,2020,7.2,5.2,7.75,20.9,NV1,903,0.21,Y?u,19,2,1.73,Y?u,30,26,1.88,Y?u,17,15,1.76,Y?u,21,15,1,0,0,0,0
4058356412,Nam,Kinh,Khìng,1,2020,6.8,7.8,7.1,21.7,NV1,612,0.62,Y?u,17,6,0.93,Y?u,21,11,1.73,Y?u,20,15,0.46,Y?u,26,5,1,1,0,1,1
5000351405,Nam,Kinh,Khìng,2NT,2020,7.2,6.8,7.8,22.3,NV2,1053,2.67,Kh†,18,16,2.21,Trung bçnh,19,19,2.63,Kh†,16,16,1.97,Y?u,17,14,0,0,0,0,0
5000451430,Nam,Kinh,Khìng,2,2021,7.4,7.1,7.8,22.55,NV1,130,2.58,Kh†,18,18,1.78,Y?u,20,17,1.85,Y?u,17,17,1.58,Y?u,18,12,0,0,0,0,0
5037457452,Nam,Co,Khìng,1,2021,7.1,8,7.4,25.25,NV1,7522,2.39,Trung bçnh,18,18,2,Trung bçnh,19,13,2.87,Kh†,19,19,2.6,Kh†,24,24,0,0,0,0,0
5045451430,Nam,Kinh,Khìng,2NT,2021,6.8,6,6,19.3,NV1,130,2.92,Kh†,18,18,1.8,Y?u,20,16,2.56,Kh†,17,17,2.3,Trung bçnh,22,22,0,0,0,0,0
5095354407,N?,Kinh,Khìng,2,2020,6,7.25,4.2,17.7,NV2,407,1.41,Y?u,17,11,0.27,Y?u,15,2,1.88,Y?u,13,11,2.52,Kh†,21,21,0,1,0,0,0
6000451430,Nam,Kinh,Khìng,1,2021,8.2,7.6,6.9,23.45,NV1,130,2.58,Kh†,18,18,2.05,Trung bçnh,22,22,1.37,Y?u,15,11,2.37,Trung bçnh,23,20,0,0,0,0,0
6043457451,N?,Kinh,Khìng,2,2021,7.03,7.17,5.7,19.45,NV2,7512,2.14,Trung bçnh,18,18,2.06,Trung bçnh,17,17,2.53,Kh†,17,17,2.24,Trung bçnh,19,19,0,0,0,0,0
6057459401,N?,Kinh,Khìng,1,2021,8.2,7.5,8,24.45,NV2,901,3.11,Kh†,19,19,3,Kh†,19,19,3.32,Gi?i,19,19,3.15,Kh†,17,17,0,0,0,0,0
7015351401,Nam,Kinh,Khìng,2NT,2020,9,8.25,7.5,25.25,NV2,101,2.83,Kh†,18,18,2.89,Kh†,22,22,3.33,Gi?i,18,18,2.5,Kh†,16,14,0,0,0,0,0
7057459401,N?,Kinh,Khìng,2,2021,7.6,8.25,8.2,24.3,NV1,901,2.87,Kh†,19,19,2.89,Kh†,19,19,3.13,Kh†,19,19,2.88,Kh†,17,17,0,0,0,0,0
8000351405,Nam,Kinh,Khìng,2NT,2020,8.8,8.75,9.05,27.1,NV1,1053,3.17,Kh†,18,18,2.55,Kh†,19,19,3.09,Kh†,16,16,2.53,Kh†,17,14,0,0,0,0,0
8006351419,Nam,Kinh,Khìng,1,2020,7.4,6.7,7.7,22.55,NV1,119,2.09,Trung bçnh,17,15,2.39,Trung bçnh,19,19,2.59,Kh†,16,16,2.67,Kh†,18,18,0,0,0,0,0
8066357451,N?,Kinh,Khìng,2NT,2020,6.34,6.58,6.98,20.16,NV1,7513,1.78,Y?u,20,15,1.85,Y?u,20,17,2.08,Trung bçnh,18,18,2.28,Trung bçnh,20,20,0,0,0,0,0
8096354401,N?,Kinh,Khìng,1,2020,5.6,7.3,5.6,18.5,NV1,4011,1.56,Y?u,16,11,1.66,Y?u,16,13,2.79,Kh†,19,19,1.5,Y?u,22,13,0,0,0,0,0
8107451405,Nam,Kinh,Khìng,2NT,2021,8.9,8.3,8.7,26.4,NV1,1053,3.19,Kh†,16,16,1.97,Y?u,19,16,2.64,Kh†,18,18,2.67,Kh†,23,20,0,0,0,0,0
9009458401,N?,Kinh,Khìng,2,2021,7.92,8.78,8.74,25.69,NV1,801,1.14,Y?u,14,8,2.33,Trung bçnh,23,21,2.46,Trung bçnh,25,25,3.18,Kh†,25,25,0,0,0,0,0
9017456410,Nam,Kinh,Khìng,2NT,2021,5.75,5,8.5,19.75,NV1,610,2.67,Kh†,21,21,2.3,Trung bçnh,20,18,1.75,Y?u,12,10,2.76,Kh†,21,21,0,0,0,0,0
9092457451,N?,Kinh,Ph?t gi†o,2,2021,7.8,7,7,21.85,NV2,7512,2.31,Trung bçnh,18,18,2.12,Trung bçnh,17,14,2.09,Trung bçnh,17,17,2.18,Trung bçnh,19,17,0,0,0,0,0
9096354401,Nam,Kinh,Khìng,2,2020,5.9,6.7,7.5,20.1,NV1,4011,0.19,Y?u,16,2,0.5,Y?u,16,4,2.48,Trung bçnh,26,26,1.61,Y?u,22,16,1,1,0,0,1
1000351417,Nam,Kinh,Ph?t gi†o,1,2020,7.4,6.8,7.8,22.75,NV1,1171,1.58,Y?u,18,12,2.54,Kh†,24,24,1.77,Y?u,15,11,1,Y?u,21.5,11,0,0,0,0,0
1036356412,Nam,Kinh,Khìng,1,2020,5.4,6.9,7,20.05,NV1,612,0.71,Y?u,17,8,0,Y?u,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3000354404,N?,Kinh,Khìng,2,2020,7.9,7.5,7.6,23.25,NV2,404,0,Y?u,17,0,0,Y?u,15,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3019357401,N?,Kinh,Khìng,2NT,2020,8.4,9,6.4,23.15,NV4,701,2.89,Kh†,18,18,3.58,Gi?i,24,24,3.04,Kh†,13,13,3.03,Kh†,20,20,0,0,0,0,0
4000356412,Nam,Kinh,Khìng,2NT,2020,8.2,7.3,8.8,24.8,NV1,612,0,Khìng x?p lo?i,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4000451401,Nam,Kinh,Khìng,2NT,2021,9.03,8.67,8.53,26.73,NV1,101,3.11,Kh†,18,18,2.98,Kh†,21,21,2.93,Kh†,15,15,3.23,Gi?i,22,22,0,0,0,0,0
4043459401,N?,Hoa,Khìng,2NT,2021,7,8.6,7.9,25,NV1,901,2.84,Kh†,19,19,2.5,Kh†,19,19,2.5,Kh†,19,19,2.74,Kh†,19,19,0,0,0,0,0
4068454404,Nam,Kinh,Khìng,1,2021,9,6.25,5.5,21.5,NV2,4041,3.47,Gi?i,16,16,1.76,Y?u,17,14,2,Trung bçnh,19,16,3.27,Gi?i,22,22,0,0,0,0,0
6000451416,Nam,Kinh,Khìng,2NT,2021,7.23,8.47,6.87,23.07,NV1,1161,2.68,Kh†,19,19,1.88,Y?u,19.5,15.5,2.26,Trung bçnh,16.5,11.5,1.94,Y?u,25,23,0,0,0,0,0
6006356401,N?,Kinh,Khìng,1,2020,8,5.25,7.75,21.75,NV1,601,1.17,Y?u,18,13,2.03,Trung bçnh,17,13,2.75,Kh†,22,22,2.13,Trung bçnh,27,27,0,0,0,0,0
6023451430,Nam,Kinh,Khìng,2,2021,6.9,8.3,7.6,22.8,NV1,130,2.42,Trung bçnh,18,18,1.45,Y?u,20,13,1.53,Y?u,17,12,0.5,Y?u,21,7,0,0,0,1,0
8002456403,N?,Kinh,Khìng,1,2021,5.5,5.25,7.75,19.25,NV1,603,1.97,Y?u,17,14,1.67,Y?u,21,17,2.25,Trung bçnh,20,20,2.2,Trung bçnh,22,18,0,0,0,0,0
4000354406,N?,Kinh,Khìng,2NT,2020,7.47,9.13,7.17,24.27,NV1,406,2.22,Trung bçnh,16,16,2.33,Trung bçnh,15,15,2.97,Kh†,15,15,2.48,Trung bçnh,25,22,0,0,0,0,0
4012451420,Nam,Kinh,Khìng,2NT,2021,8.6,7.5,6.25,22.85,NV3,120,2.97,Kh†,16,16,2.31,Trung bçnh,18,18,1.25,Y?u,18,10,2.29,Trung bçnh,26,26,0,0,0,0,0
4048451430,Nam,Kinh,Khìng,1,2021,9.2,8.8,8.3,27.05,NV1,130,3.08,Kh†,18,18,2.53,Kh†,20,20,1.53,Y?u,17,12,0.94,Y?u,18,9,0,0,0,1,0
7021359403,N?,Jrai,Tin lÖnh,1,2020,5.4,8,8.5,24.65,NV1,903,2.05,Trung bçnh,19,17,2.56,Kh†,17,17,2.68,Kh†,19,19,3.03,Kh†,19,19,0,0,0,0,0
1351405,Nam,Kinh,Khìng,2,2020,6.76,6.38,6.16,19.55,NV2,1053,1.39,Y?u,18,12,1.11,Y?u,19,10,2.84,Kh†,16,16,0.37,Y?u,26,4,0,0,0,1,0
1357451,Nam,Kinh,Khìng,1,2020,5.46,7.12,8.14,22.4,NV2,7513,1.73,Y?u,20,14,2,Trung bçnh,17,13,2.86,Kh†,22,22,2.35,Trung bçnh,20,20,0,0,0,0,0
1454401,N?,Kinh,Khìng,2,2021,6.16,6.28,5.9,18.34,NV1,4011,3.3,Gi?i,15,15,1.07,Y?u,15,8,0,Y?u,21,0,1.95,Y?u,31,25,0,0,1,0,0
8456411,N?,Kinh,Khìng,2,2021,6.8,7,7.5,21.3,NV1,611,3,Kh†,19,19,2.98,Kh†,20,20,3.47,Gi?i,15,15,3.55,Gi?i,19,19,0,0,0,0,0
18456410,N?,Kinh,Khìng,2,2021,7.2,6.25,7.4,21.1,NV1,610,2.64,Kh†,21,21,2.45,Trung bçnh,20,20,1.83,Y?u,12,10,2.76,Kh†,21,21,0,0,0,0,0
27359401,N?,Kinh,Khìng,2NT,2020,7.75,5.75,7,21,NV2,901,1.71,Y?u,19,17,1.61,Y?u,19,15,2.76,Kh†,21,21,1.71,Y?u,21,16,0,0,0,0,0
45457452,Nam,Kinh,Khìng,1,2021,5.9,7.5,6.9,21.05,NV1,7522,1.44,Y?u,18,12,2.35,Trung bçnh,24,24,2.2,Trung bçnh,20,18,1.53,Y?u,18,13,0,0,0,0,0
1000352406,N?,Kinh,Khìng,2,2020,6.54,7.9,7.46,22.15,NV1,206,1.83,Y?u,18,16,2.25,Trung bçnh,20,20,2.84,Kh†,16,16,2.84,Kh†,19,19,0,0,0,0,0
1000356406,N?,Kinh,Khìng,2,2020,6.98,5.54,6.56,19.33,NV1,6063,1.82,Y?u,17,14,2.19,Trung bçnh,18,18,2.94,Kh†,17,17,2.4,Trung bçnh,21,21,0,0,0,0,0
1000451401,N?,Kinh,Khìng,2NT,2021,8.3,8.6,8.8,26.2,NV2,101,2.61,Kh†,18,18,2.14,Trung bçnh,18,15,1.89,Y?u,18,15,2.48,Trung bçnh,26,26,0,0,0,0,0
1000454404,N?,Kinh,Khìng,1,2021,8,8.01,8.01,24.77,NV1,4041,2.84,Kh†,16,13,1.35,Y?u,17,13,1.76,Y?u,19,16,2.04,Trung bçnh,25,25,0,0,0,0,0
1000456408,Nam,Jrai,Khìng,1,2021,7.6,8.1,8.5,26.95,NV1,608,1.61,Y?u,18,13,2.47,Trung bçnh,18,18,0,0,0,0,0,0,0,0,0,0,1,1,1
1000456409,Nam,Kinh,Khìng,1,2021,6.34,6.58,7.42,21.09,NV1,6092,2,Trung bçnh,18,15,1.58,Y?u,18,14,2.68,Kh†,17,17,2.26,Trung bçnh,19,19,0,0,0,0,0
1000459403,N?,Kinh,Khìng,,2021,8.95,8.8,8.25,26.25,NV1,903,2.84,Kh†,19,19,2.56,Kh†,17,17,2.69,Kh†,18,18,2.78,Kh†,18,18,0,0,0,0,0
1001354401,N?,Kinh,Thiàn ch£a gi†o,2NT,2020,8.7,6.5,8.43,24.13,NV1,401,3.63,Xu?t s?c,16,16,3.5,Gi?i,16,16,3.72,Xu?t s?c,16,16,3.53,Gi?i,19,19,0,0,0,0,0
1003459403,N?,Kinh,Ph?t gi†o,1,2021,6,7.25,8.5,22.5,NV1,903,1.95,Y?u,19,16,2.26,Trung bçnh,17,13,2.05,Trung bçnh,21,19,2.35,Trung bçnh,24,24,0,0,0,0,0
1014357401,N?,Kinh,Khìng,2,2020,8.1,9.27,8.1,25.43,NV1,701,2.22,Trung bçnh,18,16,2.93,Kh†,21,21,3.03,Kh†,16,16,2.6,Kh†,20,20,0,0,0,0,0
1019357401,N?,Kinh,Khìng,2,2020,6.25,7.2,6,19.33,NV1,701,1.14,Y?u,18,10,1.82,Y?u,19,12,2.5,Kh†,23,23,2.28,Trung bçnh,29,29,0,0,0,0,0
1028457451,N?,Kinh,Khìng,2NT,2021,6.5,7.98,7.6,22.76,NV1,7511,2.56,Kh†,18,16,2.56,Kh†,17,17,1.83,Y?u,21,19,2.05,Trung bçnh,22,19,0,0,0,0,0
1033457452,Nam,Kinh,Ph?t gi†o,2,2021,6.8,7.03,6.97,21.05,NV1,7522,2.06,Trung bçnh,18,15,0,Y?u,19,0,0,0,0,0,1.65,Y?u,20,16,0,1,1,0,1
1063454404,N?,Kinh,Khìng,2,2021,5.7,7,6.8,19.75,NV1,4041,2.09,Trung bçnh,16,13,0.78,Y?u,20,7,1.18,Y?u,19,10,1.16,Y?u,22,11,0,1,0,0,0
1064451405,Nam,Kinh,Khìng,1,2021,6.4,7.2,7.9,22.25,NV1,1055,1.88,Y?u,16,13,1.39,Y?u,19,13,1.14,Y?u,18,11,0.91,Y?u,23,11,0,0,0,1,0
2000353403,Nam,Kinh,Khìng,2,2020,6.73,6.87,8,21.85,NV1,303,0,Y?u,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2000356409,N?,Kinh,Khìng,1,2020,7.27,7.07,7.27,22.36,NV1,6092,1.83,Y?u,18,15,1.56,Y?u,18,11,3.06,Kh†,17,17,2.27,Trung bçnh,22,20,0,0,0,0,0
2000357401,N?,Kinh,Khìng,1,2020,8.4,8.5,8.3,25.88,NV1,701,2.31,Trung bçnh,18,15,2.74,Kh†,19,19,2.61,Kh†,18,16,2.78,Kh†,20,20,0,0,0,0,0
2000451401,N?,Kinh,Thiàn ch£a gi†o,1,2021,9.2,9.1,9.6,28.65,NV2,101,2.92,Kh†,18,18,2.3,Trung bçnh,20,17,1.86,Y?u,18,13,2.44,Trung bçnh,26,26,0,0,0,0,0
2000451405,Nam,Kinh,Khìng,2,2021,6.28,8.66,7.68,22.87,NV1,1053,2.06,Trung bçnh,16,13,2,Trung bçnh,19,14,1.39,Y?u,18,12,1.36,Y?u,22,14,0,0,0,0,0
2000454404,N?,Kinh,Khìng,2,2021,6.6,8.05,7.35,22.25,NV2,4041,3.34,Gi?i,16,16,1.52,Y?u,24,16,0,Y?u,16,0,0.2,Y?u,22,3,0,0,1,1,1
2000456408,N?,Kinh,Thiàn ch£a gi†o,2NT,2021,8.1,8.4,8.6,25.6,NV1,608,2.97,Kh†,18,18,2.72,Kh†,18,18,2.86,Kh†,18,18,3.53,Gi?i,18,18,0,0,0,0,0
2000457452,N?,Kinh,Khìng,2NT,2021,6.63,8.5,6.67,22.3,NV1,7522,2.28,Trung bçnh,18,18,1.87,Y?u,19,15,2.55,Kh†,19,17,2.39,Trung bçnh,22,22,0,0,0,0,0
2003459403,N?,Kinh,Khìng,1,2021,6.8,6.5,8,22.05,NV1,903,0,Khìng x?p lo?i,19,0,0,Khìng x?p lo?i,17,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2014456401,N?,Kinh,Khìng,2NT,2021,9,7.75,9,26.25,NV1,601,3.19,Kh†,18,18,3.38,Gi?i,17,17,3.78,Xu?t s?c,20,20,3.42,Gi?i,18,18,0,0,0,0,0
2046457452,N?,Hrà,Khìng,1,2021,4.75,7.25,3,17.75,NV1,752,0.42,Y?u,18,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3000357401,N?,Kinh,Khìng,2,2020,8,7.1,8.9,24.93,NV1,701,2.03,Trung bçnh,18,15,2.21,Trung bçnh,21,18,3,Kh†,16,16,2.66,Kh†,22,22,0,0,0,0,0
3000357452,N?,Kinh,Khìng,2NT,2020,6.2,8,8.4,23.1,NV1,7522,2.28,Trung bçnh,18,16,1.76,Y?u,19,13,2.33,Trung bçnh,21,21,2.52,Kh†,26,26,0,0,0,0,0
3000451401,N?,Kinh,Khìng,1,2021,9.6,9.1,9.1,28.55,NV1,101,2.78,Kh†,18,18,2.81,Kh†,18,18,2.69,Kh†,18,18,3,Kh†,18,18,0,0,0,0,0
3000452406,N?,Kinh,Khìng,2,2021,7.03,7.27,7.47,22.02,NV1,206,1.81,Y?u,18,15,1.72,Y?u,18,14,2.19,Trung bçnh,21,19,2.52,Kh†,25,25,0,0,0,0,0
3000454404,N?,Kinh,Khìng,2,2021,5.93,6.73,7.13,19.79,NV1,4041,0,Y?u,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3001457451,N?,Kinh,Khìng,1,2021,6.86,7.64,7.3,22.58,NV1,7512,2.61,Kh†,18,18,2.56,Kh†,17,17,2.65,Kh†,17,17,2.29,Trung bçnh,19,19,0,0,0,0,0
3014456401,N?,Kinh,Khìng,2NT,2021,7.75,8,9.5,25.75,NV2,601,3.03,Kh†,18,18,3,Kh†,19,19,3.42,Gi?i,18,18,3.1,Kh†,20,20,0,0,0,0,0
3046457452,Nam,TÖy,Khìng,1,2021,5.25,7,3.8,18.8,NV3,7522,2.75,Kh†,18,18,2.05,Trung bçnh,19,15,2.32,Trung bçnh,19,17,1.59,Y?u,22,19,0,0,0,0,0
3092354401,Nam,Kinh,Khìng,2,2020,8.1,7,7,22.1,NV1,4011,1.94,Y?u,16,16,2.25,Trung bçnh,16,16,2.56,Kh†,16,16,1.84,Y?u,19,16,0,0,0,0,0
4000451416,Nam,Kinh,Khìng,2NT,2021,7.1,7.2,7.5,22.3,NV1,1161,2.76,Kh†,19,19,1.69,Y?u,21.5,17.5,2.43,Trung bçnh,18.5,15.5,2.19,Trung bçnh,21,21,0,0,0,0,0
4000457401,N?,Kinh,Khìng,1,2021,7.75,9.3,8.35,26.06,NV1,701,2.58,Kh†,18,18,2.1,Trung bçnh,24,20,2.3,Trung bçnh,15,15,2.83,Kh†,24,24,0,0,0,0,0
4019357401,N?,Kinh,Khìng,2,2020,6.4,6.75,6,19.11,NV1,701,1.14,Y?u,18,10,2.77,Kh†,24,24,2.72,Kh†,16,16,2.13,Trung bçnh,20,20,0,0,0,0,0
4021452407,N?,Kinh,Khìng,1,2021,7.6,7.25,7,22.6,NV2,207,2.76,Kh†,17,17,1.25,Y?u,16,10,1.15,Y?u,13,8,1.33,Y?u,15,11,0,0,0,0,0
4023451430,Nam,Kinh,Khìng,2,2021,6.7,7.27,7.3,21.27,NV1,130,2.67,Kh†,18,18,0,Y?u,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4023457401,N?,Kinh,Tìn gi†o kh†c,2,2021,8,7.8,8.7,25.15,NV1,701,2.14,Trung bçnh,18,18,1.58,Y?u,19,12,2.28,Trung bçnh,18,18,2.78,Kh†,20,20,0,0,0,0,0
4025356412,N?,Kinh,Ph?t gi†o,2,2020,6.25,4,8,18.25,NV3,612,0.71,Y?u,17,6,0.17,Y?u,18,2,2.26,Trung bçnh,19,19,0.36,Y?u,36,8,1,1,0,1,1
5000354404,N?,Kinh,Khìng,2,2020,6.96,6.34,6.46,20.01,NV1,4041,1.41,Y?u,17,12,1.83,Y?u,15,15,2.15,Trung bçnh,17,17,0.76,Y?u,19,7,0,0,0,1,0
5000357451,N?,Kinh,Thiàn ch£a gi†o,1,2020,7.7,7.6,6.9,22.58,NV1,7513,3.55,Gi?i,20,20,3.56,Gi?i,17,17,3.09,Kh†,16,16,3.33,Gi?i,20,20,0,0,0,0,0
5000454407,N?,Kinh,Khìng,2NT,2021,5.06,5.36,5.28,18.2,NV1,407,2.16,Trung bçnh,16,13,1.56,Y?u,16,12,0.89,Y?u,19,8,1.69,Y?u,31,21,0,0,1,0,0
5028354403,Nam,Kinh,Khìng,1,2020,9,9,8.9,27.65,NV1,4031,3.35,Gi?i,17,17,3.31,Gi?i,16,16,3.36,Gi?i,18,18,3.42,Gi?i,18,18,0,0,0,0,0
5041456412,N?,Kinh,Ph?t gi†o,1,2021,6.5,5.25,7.25,19.75,NV2,612,0.26,Y?u,17,3,0.2,Y?u,15,2,1.71,Y?u,31,26,1.3,Y?u,23,16,1,1,0,0,1
5046457452,N?,Kinh,Khìng,2NT,2021,8.2,7,6.4,22.1,NV1,7522,2.5,Kh†,18,18,2.18,Trung bçnh,19,19,2.29,Trung bçnh,19,17,2.43,Trung bçnh,20,20,0,0,0,0,0
5089354407,N?,Kinh,Khìng,2,2020,7,7.9,7.4,22.55,NV1,407,2,Trung bçnh,17,17,2.4,Trung bçnh,15,15,3.31,Gi?i,16,16,2.98,Kh†,21,21,0,0,0,0,0
5091454407,Nam,Kinh,Khìng,2NT,2021,5.5,5.8,7,18.8,NV1,407,2.84,Kh†,16,16,1.88,Y?u,16,16,0.38,Y?u,16,3,1.6,Y?u,29,20,0,0,1,0,0
5093457451,Nam,Kinh,Thiàn ch£a gi†o,1,2021,6.25,8.25,9.8,26.33,NV1,7513,2.94,Kh†,18,18,2.37,Trung bçnh,19,13,3,Kh†,16,16,0.7,Y?u,20,6,0,0,0,1,0
